"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Europe & Central Asia","ECS","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55143.3183309297","54034.9660858105","54136.1054522118","54244.923985117","54444.1357072813","55451.4747245937","57211.048178876","58313.7407832537","58915.9162260472","60985.1782717284","62008.6407437059","62913.5349590056","64138.3418868152","66325.6770795926","67513.2109106383","69559.4757011758","71193.9782410051","71551.1352056029","69187.5453949499","70927.2455433282","72403.2426821295","72677.3092576947","73378.9980518399","74150.2073175551","74849.5462155512","75324.2636299224","76827.1118974763","77879.199325339","79069.3469078161","76599.6460198226","80728.7386484681","89628.6454280717",
"Ecuador","ECU","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22178.0989284579","22102.5304054544","22007.5033985677","22303.2947917099","22307.5397119241","22200.2213485254","22330.2419195227","21837.7501044614","20915.8092988388","21061.9860346164","21069.9105979422","21354.0792249365","21379.8267665506","21715.3295328616","22200.9288616215","22254.3771178006","22505.2278238712","23650.3638386917","24341.4381640008","25024.4891955092","26613.0027673291","27150.8385283528","27933.3802894238","28333.2815066303","26509.1532389503","25111.6106656633","24758.8202317916","24887.7140705824","24485.90322237","24972.4385714894","22980.4048089599","22923.215478594",
"Egypt, Arab Rep.","EGY","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24840.6944398399","24876.7204394088","25081.2282271044","24827.4993025573","25771.4497643403","26037.9588173429","26844.6922769887","27784.1059033575","27662.4771996408","29704.4379423491","30821.6293527932","32133.3878175396","31831.4436057764","31338.1706294808","31489.5023171037","31960.1659933058","32139.1341157878","33809.7024418887","34571.8357346084","34381.6978422704","35815.0510914564","36322.3534285141","36565.5326227023","37028.6395228036","38769.7756111708","39674.488151975","41685.1486436947","43736.2377408227","45450.9048390771","46941.1608451781","47553.8276003024","48920.0342810332",
"Euro area","EMU","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83710.7012538919","84548.2902016202","85229.1287961916","87905.6302894675","87678.14397894","88763.0210546742","90600.4804898786","91980.9628864559","92939.6260573289","94809.5731318257","95483.3037105331","95454.9256642705","95158.3321392667","96924.7977103009","96897.5018477038","98216.2622386741","99258.9986646603","98721.7638973957","96134.0044625633","98655.0724199486","100454.056133179","100155.505620318","100353.323724903","101169.341849239","102165.828323713","102308.529709394","103459.636297277","103888.486028537","104346.050783198","99683.5319798947","104353.931200701","104784.039283571",
"Eritrea","ERI","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83618.367006218","84995.132841881","87649.9016233532","90244.0809175319","90204.568119594","90473.9483871073","90334.9094858191","90560.865595881","89420.0122420383","89657.1754071597","90174.0139237831","89366.077892607","88565.4504008223","88064.6413510462","86051.2915329607","86123.5771988331","86530.2964912031","87764.5004096901","90424.195433361","92366.07536867","93092.3589869964","94378.4676939808","95655.2348387783","95860.3333429573","96731.9968289777","96915.7081170404","97218.6165402274","96990.2794640352","96711.1506012921","88517.5502419382","91174.8715262414","92832.3997670062",
"Estonia","EST","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28734.0284014017","30836.1849305053","35057.3299840277","37091.9873914527","38093.6801390495","42256.0324157331","45404.8460549498","47668.1811889386","50428.5386213164","53073.7886343101","57088.6105124396","59518.436578628","63338.4701104578","60181.0662565402","56772.6755281537","60902.4712625872","61633.9054882407","62327.1674392363","62589.2952744442","64062.9633815544","63879.3229167838","65447.5997550227","67815.2850076053","69636.8809453741","71736.6032651811","73226.9700703936","78131.5085779768","73556.8498492187",
"Ethiopia","ETH","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1695.82775036991","1492.42569439491","1634.78832381868","1636.78320923999","1676.78996365629","1820.30329495336","1817.76023364214","1700.84235839438","1730.96785506105","1771.17668681329","1848.32263432038","1806.41825935445","1700.05514046447","1855.16386006397","1995.80412246041","2141.64773878087","2309.02142798442","2474.28174839383","2602.41738033388","2827.30649299383","3031.69821735544","3175.88855369396","3387.55239634855","3613.05999554906","3860.05759356811","4087.54563291795","4334.55964765939","4487.04391307515","4717.12688296351","4934.1241933334","5001.24011885364","5099.18834038175",
"European Union","EUU","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70501.6130236193","71217.5845263077","72038.5094804936","74400.7883233109","74639.2594533197","75993.0992139526","77392.499175491","78816.0489296921","80195.3498867907","82609.2391198211","83762.707213562","84900.1458803364","85167.0958540676","87246.5995549352","87740.7850733338","89192.3049762428","90282.7265018973","90082.108663359","87848.8702886208","90171.4263144007","92099.1197083166","91861.2149198504","92079.6646693328","92823.3559991942","94044.1658900541","94442.5810294647","95731.7901689446","96680.2928224465","97591.8747778381","93639.6562281169","98611.2238914416","99693.7210299727",
"Fragile and conflict affected situations","FCS","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9866.00198216173","9357.03600566742","8662.66502166479","7696.18609000527","7318.50567319627","7244.33466311255","7376.51638446685","7568.48445574229","8322.05944733325","8603.81157406975","8841.88164347501","8982.21101652066","8978.5772157156","9789.00977876356","10097.597510375","10523.8938971892","10987.7815252179","11291.3795423366","11098.5008958569","11595.6348933515","11438.3908050869","12030.0735165464","12222.1109433144","12047.3331056567","11909.7299310645","11977.8156964765","12069.4775791547","12079.8918169077","12070.3502619934","11447.3279224402","11657.9783068782","10184.3592000868",
"Finland","FIN","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64372.9804369044","66821.2371545122","70562.559105879","74146.0399826154","78490.9661230758","80282.2287927833","83123.577031736","85339.1203812155","86123.0766676503","89953.6243330976","90612.2853651198","91889.0176060038","93698.8332533437","97621.9212945427","97411.8984963377","99569.2400296161","102823.390113606","102005.129781826","96654.1823339816","100283.336258779","101579.707776493","99789.5498692379","99962.4349389614","99964.2306492309","100948.744390103","103339.861126813","105590.141209893","104031.614159917","104207.793840515","103223.17152094","105436.957399161","104371.748255185",
"Fiji","FJI","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21968.485127962","23161.637236776","23504.8545892009","24520.5433872137","24940.4966534392","25816.6119752299","24888.5202901372","24714.6276514082","26335.8373161556","25530.0971157838","25605.8470892437","26037.4011635999","25959.442120939","26944.1686771989","27183.0704966539","26790.459149313","25772.1834115692","25314.9115065013","24371.4429653066","24486.4357707489","24597.6093000564","25352.8234025491","27001.6796005144","29062.7517766361","30607.3642304497","31622.755336427","33245.3296594331","34462.7820909506","34191.732211756","28856.8134072616","27244.5373214634","31995.0058041529",
"France","FRA","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84128.05944865","85727.7597769838","85757.4530417567","88650.0957219209","89259.6720214292","89986.9145093846","92280.6902255233","94528.6750460274","96568.175734587","97732.8216269054","97480.6531749044","97510.2773531006","95906.0042513086","98725.7428584726","99085.5310086362","100855.120311216","101499.102026823","100373.184729039","98448.1069944373","100174.376950424","102276.156940188","102387.67105743","103081.109911899","104567.219676404","105513.505129324","106267.667501745","107795.487626424","108822.545200948","110229.561570769","102387.610131416","105695.662613688","106458.717783964",
"Faroe Islands","FRO","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76310.6139587098","72133.0990338206","72810.1310979881","73416.9815434671","74883.4069958215","75396.3572613866","77380.2960030377","77787.3861139667","68974.5887118813","65551.0664875362","64871.603764065","62761.0307039131","62124.6826458076","60565.8897497229","60097.1929794365","57099.2399104195","58893.3963438769","55618.5565196166","54177.123674944","56339.7907788027","58212.8926287619","59133.7080295302","60265.8072686539","60789.0149827333","61231.7554138513","60697.3105241003","59393.8606594015","58401.1362013641","59182.3459153915","60369.2593380999","59255.4981323733","58461.4505912618",
"United Kingdom","GBR","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65259.2811193844","66644.0313683246","69239.5125021901","71368.6426275533","72380.1858888336","73470.245908664","75716.4814526263","77416.5685030755","79412.8703421594","81658.9829184609","82980.9509082815","83868.368095429","85565.0290595873","86728.3094335268","87887.941409782","89095.9392255939","90737.634238067","89737.5553225439","86945.7484217802","88714.9889086788","89304.3023146214","89668.7723393448","90142.3443342072","90884.2878792005","91332.6974295631","91720.0764540689","93163.8412040332","93362.4016898805","93873.8536363491","84947.6336104164","93528.1775210379","95908.3079609617",
"Georgia","GEO","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18032.1239309645","10058.4767189881","6989.46868758379","6493.46285368655","6895.85424164422","8414.90217087562","9711.06168070518","10646.7557072513","10927.7843586134","11222.6979179719","11526.5756148605","12610.6653116192","13594.09521543","14821.0934864606","16623.363449715","18640.6015384919","20534.6470304444","22125.1444914335","21865.1674973312","22916.9107472806","24348.3507011427","25600.0743243744","26708.8483825304","27068.2974112369","27228.0784497827","28316.3682470225","29858.7545716551","32093.1320290022","33971.7708142703","31553.198615704","35030.9714807521","38349.1943631394",
"Ghana","GHA","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5908.84561352447","6058.92421697282","6217.69469418174","6289.23937264957","6406.51216889031","6555.18566036391","6674.83550121509","6818.7641610723","7055.49295681729","7137.21330960515","7125.86812576626","7143.57915192977","7218.70393359467","7333.68297378496","7481.42075651929","7675.79452445106","7825.48330725906","8342.90880730199","8569.70156995655","9064.11716032421","10009.3859925581","10613.7456760292","11045.4650314504","11407.504253989","11700.3692971929","11577.0265554189","11980.7766016512","12419.3470726258","12914.745125555","12816.1679058723","13100.2976816531","13133.690832373",
"Gibraltar","GIB","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4314.11355354582","4318.11304181132","4402.86990890945","4449.38088180261","4531.55719416647","4601.96446921853","4764.07922143153","4872.22423848085","4955.66714080468","5001.33777213473","5147.08875282533","5345.85033363652","5342.36111399626","5399.71167748262","5507.11457454954","5512.5739203438","5792.86087961452","5934.23146189654","5775.46499685679","5945.68227335151","6172.12145361498","6426.8921227302","6574.59398362543","6706.63782708556","6845.5962291985","7447.29850811723","8081.16090314316","8464.34615755798","8795.38080285535","9131.08741225555","9221.69123778091","9354.67013990511",
"Gambia, The","GMB","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7168.19065677545","7116.30115762943","7075.31259680714","6879.41840274712","6742.86249118067","6693.9573043458","6815.07214687381","6849.33157687908","7067.48976152","7234.05367955121","7422.01879696335","6975.99675734773","7222.80387367532","7513.11689954384","7138.85767530637","6885.3536169524","6872.87333410724","7071.52307237567","7307.64111440072","7501.49617881846","6699.11088418951","6807.51769892033","6684.42247759678","6292.99368691266","6244.67950512989","6079.76494503069","6083.35596807748","6227.92543087516","6415.7680654183","6368.21570791429","6355.04941915038","6339.98233031943",
"Guinea-Bissau","GNB","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6946.33297438491","6798.52949617629","6696.59663994684","6682.90759864301","6781.54201510848","7369.46456737772","7665.81408339436","5401.28734863001","5328.09335205818","5486.2381956361","5473.41875860503","5290.68846323888","5194.02415585658","5211.09846886941","5307.72099217932","5302.78894124786","5342.62495772075","5375.93294711033","5413.97022082002","5513.00263199761","5792.47795542868","5536.30755779961","5552.48568541559","5447.94300376742","5616.56205587278","5797.00743326128","5963.74202510374","5867.87443411122","5954.19796686485","5720.20655265639","5758.55073583123","5745.25456991605",
"Equatorial Guinea","GNQ","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2884.79248213371","3770.06984948273","4055.89922784318","4581.15246088629","5204.87411205533","8382.0028217672","20236.1845723281","24144.225944326","29188.4739781929","32998.7952915693","51335.9656064017","58234.9393236595","62865.3449550729","82000.2440477366","90539.4416992231","92341.1892889365","100980.311715902","113013.1025255","109175.088568077","95198.1189847343","96837.4715778104","100418.444004875","92311.4914674602","89140.7373837335","78143.9245817171","68757.4826697909","62732.1132174101","56871.8238818778","52050.2836902232","50158.2257403948","48608.5989452573","48267.4865060646",
"Greece","GRC","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67016.7597687043","65708.0197333231","64370.626804678","64274.1390710349","64522.3422474889","65268.8217291797","67732.8158144718","69175.5558796337","71120.8598535119","72966.2132253301","75968.1637366001","77534.6548412042","80613.8100086994","84113.6722890734","84316.8346939552","87706.1543911588","90187.3007100201","89248.3165985694","86449.5046157009","84572.4640622689","82247.4314821451","84016.6245474302","86380.1504581789","86610.2734498785","85028.3270993887","83352.6574268494","82430.5966117915","81977.5508999564","81379.4047172871","74351.9890966309","80263.3162707941","81135.8441624583",
"Grenada","GRD","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16922.2320866888","17198.2934797157","17352.6778287272","17537.7811063163","17877.7895968418","17916.835088966","18166.9032269451","18516.8819094794","18685.7049435758","18809.6994234777","18728.8533210561","18887.3716800765","18838.0552069325","18897.1116211322","19107.6520390381","19700.566406583","20511.4624894726","20775.4971502551","20474.9481866549","20634.1088301261","20493.7092290316","19294.0991564677","21114.2974808791","21232.0649590349","21544.6047737304","21557.6376698768","21565.3263604199","21888.8581534307","22716.9403130712","22852.4560566101","23691.0931130941","23710.4122767528",
"Guam","GUM","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15561.7239332196","16602.3816308728","17780.5511034498","19322.2884574394","20354.7331824809","22035.7682763913","23502.9732069835","23248.5209035539","24031.1995655333","23837.9413973119","24477.9011213399","24861.40199778","24628.0724687781","24865.9564794207","24239.5358464502","25291.0763201536","27061.621161586","27535.8342875848","28509.7894312788","29703.4419866417","31279.6319891346","32849.4215551309","33900.0783510126","34394.3123580856","34554.4502971645","35776.8339162146","37060.8952399054","37507.2381458801","41564.6820176706","61884.957877751","72267.031874332","113676.057620672",
"High income","HIC","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72158.7946996803","73329.8747802669","74242.3309630166","75968.8925545948","76674.5306796488","78223.7082024416","79759.0963887387","81301.8575729493","83124.47341609","85465.0269555464","86277.087089718","87569.5057516068","89018.4834431314","91300.2474604058","92543.2894497734","93795.2162006791","94850.0776201509","94645.4824969047","93135.2301988223","95817.8368036308","97168.171237494","97710.380445588","98428.5973089909","99156.6643683246","100230.700995717","100565.109855017","101585.95962435","102522.988571788","102996.838907808","101310.28040839","105518.120713979","105901.330749626",
"Hong Kong SAR, China","HKG","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61026.2227690698","65318.8244045474","67699.7576747139","69751.1436303408","71143.9283580213","70523.4900664844","72777.6879984083","69063.7130289069","71769.7019246466","75903.3702468578","74560.3621965996","76379.5353259096","79547.8028652373","84308.8626658847","88780.2378409177","92549.5031219024","96471.2098948951","97604.6193326125","96435.3626467979","102692.113074908","104611.808214025","104140.324401919","105756.754267792","108052.682228256","109482.808828619","111508.778351039","114790.832497858","116787.028787703","115429.66450716","113529.489345854","121398.118306161","118615.450328204",
"Honduras","HND","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10865.901943573","10948.6387201062","11252.4868085191","10931.9785405155","11192.3051668318","11153.4270264978","11137.2620486436","11233.6175299654","10794.0637999312","11460.0448230884","11498.5580953584","11641.9210455277","12040.2629196997","12579.7796521319","12880.3931859341","13499.7634681419","14039.9540447194","14018.7198239375","13000.8035732363","12950.1236317758","13565.5939829061","13912.0826897336","13196.3605455899","13094.9152228338","13088.6868259515","13462.1383659447","13339.2925213609","13020.2880397749","13455.4439521643","13545.254507242","14050.6336915847","13905.0345476823",
"Heavily indebted poor countries (HIPC)","HPC","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4901.61568550972","4745.48385112622","4665.66611546981","4538.36879598951","4624.56017801772","4733.96352937328","4886.00264955195","4920.0347500167","4940.02010589045","4943.94850978025","4995.45270195005","5033.19098698161","5081.82021278202","5200.30844767866","5323.74980923464","5479.03690205754","5637.27316618252","5801.42822504688","5854.0246240558","6066.92925927367","6153.61269144598","6183.54452189729","6354.41209233211","6535.18803434204","6652.40976424561","6735.17442036949","6856.63156021495","6906.86003668339","6982.17215949947","6936.90948058728","6913.66184463823","6972.5219880977",
"Croatia","HRV","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37321.5701689496","40205.3625478281","43259.5102192539","45462.273388443","46773.4489383565","50485.1582813735","54366.1580449241","57392.0572166357","60645.7938022804","61733.8514531474","65328.8429680717","67929.2974360198","65316.2963876031","65308.5084331877","61035.366162397","62613.781322213","65052.7212871972","65867.5843684247","67386.9535861308","65325.240689297","66063.5364153955","68202.1936490814","69415.1241331963","70379.6195784017","71871.4921613381","66673.2114467001","78050.5444084449","82083.1941088576",
"Haiti","HTI","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10164.2810661654","9489.15418705247","8833.06189773484","7657.56160376915","8249.6586403997","8462.8572957896","8552.82253794781","8596.44106520246","8681.3453383892","8725.82599117357","8573.07249668177","8537.85204772622","8705.05050829262","8479.66876644832","8609.65444930281","8628.09112494235","8893.94285138491","8819.78756018419","9012.88629540355","8284.63847394256","8454.12982712482","8280.16453622596","8439.11770301495","8498.87615888677","8439.5230610355","8422.37730507701","8462.88891721571","8444.55977335527","8170.53676793592","7959.60392314921","7671.24045406507","7379.01985370667",
"Hungary","HUN","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41536.6174547952","40742.9260066963","42987.4898726749","44919.629416976","46016.615772541","46940.4543651087","48511.6146519766","49549.2915644268","48999.7062028316","50647.2972332993","52659.7892298567","55047.4382204289","56449.6701194136","59647.7584390987","62090.8557180971","63996.85096801","64359.9401615287","65768.8505571677","63096.5928706647","64090.8123267751","65011.0533609433","63467.9913083108","63514.7866161116","62802.824010313","63375.939008322","62728.9461843076","64253.0331911644","66915.2754784728","69553.5511294451","67317.0373913365","69063.1909381477","71665.8412167074",
"IBRD only","IBD","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11927.4159758962","11782.9024120595","11934.8762358503","12033.4057353824","12320.1532491293","12740.0057412845","13103.8272113883","13136.4452473234","13445.8904772116","13954.5357274458","14296.8053432942","14786.6220394104","15481.3139024483","16390.8804525791","17287.920117921","18355.5128725155","19584.3155563921","20408.2529246436","20686.6724791077","21964.0107972512","22986.4062073991","23935.9074239806","24979.2624870938","25964.7806989355","26932.6274992107","28063.102212302","29372.9931125269","30614.1489276428","31157.8553459103","31803.1804618112","32847.1439167548","32663.4493597269",
"IDA & IBRD total","IBT","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11055.5410583138","10924.0284260466","11011.1804443982","11064.0596713694","11310.2505163871","11667.794619872","11971.3957324573","11995.2861410254","12251.2568969288","12670.5991412799","12950.3847220878","13344.003687506","13922.2472206378","14697.7266141466","15458.3169870982","16364.5706910615","17403.4675682043","18094.5513101149","18331.8985885723","19384.5695163535","20223.6480043648","21013.1725853889","21868.9994103521","22668.6182548315","23422.4094523964","24287.3395551913","25275.2131155843","26222.5120591675","26654.679782137","26958.5239374595","28017.5942156401","27682.9235755828",
"IDA total","IDA","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6571.61358746718","6543.48392705324","6422.89318677436","6309.91922224971","6389.94334629883","6506.75643038378","6569.80044088414","6606.56176714598","6648.04430903492","6724.43062316377","6821.46371790842","6961.08894458497","7126.4782413508","7407.41302893082","7680.64984028409","7972.23319127847","8271.47747453094","8507.55788883126","8723.57240300841","9008.23209134614","9233.24150414903","9476.49718223296","9817.98666070898","10135.6647274352","10343.3724017991","10516.6492043361","10685.5712061026","10903.24009826","11059.6176417575","10932.8075933204","11132.3032424297","11231.4442172345",
"IDA blend","IDB","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10264.4865531304","10340.5993725943","10118.7250481371","9977.23279303634","10002.4177834471","10107.0969793008","9929.38804224463","9926.3309463128","9851.40488534131","9865.65596757802","9957.08780525505","10267.4224630967","10494.0882798607","10979.1674114447","11398.581857998","11782.6359155364","12089.9164963821","12256.8557264303","12586.7751594694","12880.9399854023","13120.5304830465","13563.1357955963","14208.7038814593","14604.9879443702","14798.152837846","14898.3152817041","15014.189852021","15313.8901571129","15334.9741467711","15072.7810126357","15269.1753732172","15425.5109951504",
"Indonesia","IDN","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11399.3560189468","11783.1928634683","12372.30924485","12963.5311838243","13716.1155575839","14471.8937716054","14891.7023875153","12636.5886725439","12524.7916563663","12729.7466939692","13060.381740368","13704.6169330717","14175.9168299176","14733.8824363102","15726.2027974064","16298.0443502993","16624.6248465448","17154.9429656901","17552.1330994672","18117.8906727087","18758.8348448975","19302.7506902093","20244.6880005007","20936.1890081155","21771.9899764934","22602.7512059448","23179.8958880197","23878.4254868999","24343.9972111076","24022.3886463724","25121.448090302","25825.7719814661",
"IDA only","IDX","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4814.52633295535","4732.73197220055","4705.19674423029","4607.11159084756","4720.18976223799","4827.86548557777","4984.14228980657","5039.39789228618","5124.4962345733","5217.59409510327","5305.98408651193","5382.66736494491","5514.29558232227","5693.53075038766","5899.90839741788","6147.10618785435","6428.19054280623","6689.96860374102","6836.27714659908","7106.94994544795","7320.62086531945","7494.63626542517","7743.86092599874","8021.96992569027","8236.22614414928","8456.2675795387","8672.96310694829","8864.67962209662","9082.84478351819","9020.29309253931","9051.89555420846","9125.13324369524",
"Isle of Man","IMN","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5723.81631003906","5901.14313217042","6034.86043420965","6285.20339909017","6549.20561336483","6821.85087939968","6870.40307255427","7071.27488311503","7463.12084018041","7503.69322437762","7765.45974552423","7957.58558551649","8488.30498426915","9055.39799865507","9667.41404860208","10213.1161052618","10752.5113506783","10833.887473811","11452.5197822355","12165.809234857","12680.3282599835","13260.266597185","14082.0248135428","15109.6378350844","16309.9204999787","17651.3321495791","18849.9183203603","20097.5600152751","19538.3972934243","19312.5985679521","20059.136100322","20762.7876813029",
"Not classified","INX","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77311.4160314667","79989.3562772083","80737.1922834033","82356.0050915643","86187.2272521277","89487.4449835891","94857.3779985441","95490.8588086368","99181.1777314429","103440.489420004","106171.236991184","110523.57556621","111712.501436131","116408.252160473","116198.077842275","117166.729176667","119097.405341275","115000.958748445","119046.381310998","126585.551875744","130676.756826648","131017.233323123","128593.119592705","136334.5108882","164041.522981076","161019.976143991","171109.778358204","180346.251603356","184557.313895524","199349.693761982","220096.978118196","223092.75736889",
